,H0_Seed167,H1_Seed168,H2_Seed169,H3_Seed170,H4_Seed171,H5_Seed172,H6_Seed173,H7_Seed174,H8_Seed175,H9_Seed176
306,-0.005808867312155358,0.06762519079360771,-0.04350009049283357,-0.01860343262587532,-0.03025417859339037,-0.008924160938723193,0.011244269799053817,-0.053005755725366505,0.031532250101406145,-0.05358987482832355
307,-0.00960021396305706,0.0712620549168492,-0.047978401351737025,-0.02106420794841063,-0.031011938342649474,-0.00800796120581855,0.013295514022349424,-0.05214994218895751,0.031048704263221844,-0.05469450314032859
308,-0.013330852554958996,0.07459501194587431,-0.05223964813335968,-0.023426733203603462,-0.0326640631940619,-0.007065458195151291,0.015281772289910138,-0.051092341242555815,0.030444864477982368,-0.055575551956312155
309,-0.016986283940924482,0.07856001440375704,-0.056268009935662985,-0.02568212619995737,-0.03417717111191913,-0.006100523641111134,0.017195488729350575,-0.049838160967742025,0.029723729790257603,-0.05623064589257413
310,-0.02055236640342094,0.08240167201111492,-0.06004865466565313,-0.02782196612866817,-0.03554539188869222,-0.0051171026527575434,0.019029426135808845,-0.048393368793334376,0.028888752771979952,-0.056658316309425985
311,-0.024015370734807927,0.08647320524850236,-0.0635677949149909,-0.029838325596719072,-0.03676401307476591,-0.0040334620355586956,0.020776693744038687,-0.046764665426188075,0.027943824395588467,-0.05685800433550395
312,-0.02736206316830892,0.09043974600245994,-0.0668127395584365,-0.03172380062771733,-0.037828926109166244,-0.0022629393496589175,0.02243077356227021,-0.04495945591989477,0.02689325719504178,-0.05683006026521885
313,-0.03110714099861303,0.09402204309794153,-0.06977194087500337,-0.033471538513519826,-0.03933760728149256,0.0011339017535543184,0.023985545164730716,-0.04298581800045444,0.025741766784064216,-0.05657573933647588
314,-0.03500287401844233,0.0972077449883648,-0.07243503700925413,-0.03507526340814015,-0.04115661082819946,0.004713245466490684,0.025435308845787978,-0.040852467778573015,0.02449445180732819,-0.056097193909870655
315,-0.03752006202642761,0.10203334317587588,-0.07479288960879105,-0.03652929956445619,-0.04280034942449499,0.008252340534768986,0.026774807045234432,-0.03856857566219331,0.023156772406493723,-0.05539746208489294
316,-0.03903355459491286,0.10839018370852324,-0.07683761649339141,-0.037828592123720854,-0.044263138093918776,0.011737251726931247,0.027999243961189763,-0.03630376977767458,0.021734527288970736,-0.05448045287929973
317,-0.0403817840004415,0.1142752142003777,-0.07856261923043747,-0.03896872537733343,-0.04554003940685994,0.015154317296201519,0.029104303274100046,-0.03393433325550434,0.020233829492683018,-0.05294977823198682
318,-0.04156018605008606,0.119707789606191,-0.07996260551308912,-0.03994593843114833,-0.04662687981448869,0.018490202770509393,0.030086163913399105,-0.031443176353366575,0.018661080945674514,-0.04976348144149649
319,-0.04256489650453093,0.12536880965273506,-0.08103360625776486,-0.040757138212667736,-0.047520263966431,0.02173195332378226,0.03094151380599753,-0.028840893273311772,0.01702294592396802,-0.04536777553856178
320,-0.043392763183173,0.12962029730094557,-0.08177298735890318,-0.04139990977223861,-0.048217585871633925,0.024867044510699918,0.031667561553953276,-0.0261384802863378,0.015326323515519678,-0.040457739144273454
